MCU问题单号,问题描述,进展,根因,对策,车族,车型,电驱代号,管理平台,问题类别,问题解析报告,问题解析附件,车辆类型,仪表指示灯,故障DTC,故障工况,故障时刻
SW-H97DLC-L160D-003,相电流信号异常,,通讯矩阵定义的相电流数值物理最小值为0，物理最大值为2000。而MCU内部相电流信号有正值也有负值。将内部信号发送到整车CAN上，当电流为负值时，数据溢出，导致整车CAN上相电流数值异常。,按规范开发,H97系列,H97D LC-REV-400V,L160D,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/YKYedYaDWoQCDzxeIaAcr8L7nOd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/K88LfEWWNl23NWd9S7Mc33zWnMh?from=space_personal_filelist,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-008,实际扭矩未叠加防抖,,VCU要求MCU要发出的实际扭矩不叠加防抖，因为如果VCU沿用97C软件，97C未叠加防抖，如果叠加了防抖扭矩，会影响VCU功能判断（例如坡道上是否会溜坡判断等）,MCU发出的mcur0_torqueEst不叠加防抖扭矩，发出的mcur0_torqueCmdEcho叠加防抖扭矩,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/ZEUMdMME8oqVzmx1rAGcpXHJnWe?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/SffRf3KvalpHyPd6rCBcLyTZn4e?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-009,车辆在D/R档报油泵故障,,"1.油泵故障原因：上电时低压欠压导致油泵报自检故障且无法恢复；
2.D/R档MCU给油泵发转速指令，收到油泵回馈转速与指令转速差大于450rpm的情况下点电机故障灯；","1.油泵故障由四级故障降级为三级故障，故障时尝试10次恢复；
2.油泵故障即点故障灯，不判断转速差；",H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/ZyzDdXiZuo2iSWxHexYcnZ7HnDb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/NmnFfU469lxrw3dOUZuchMeUnIb?from=from_copylink,试验车,电机故障黄灯,P0A0509,车辆启动,
SW-H97DLC-L200B-010,RMCU在冬标现场正常行驶情况下偶发通讯丢失，目前发生3次，其中两次XCP通道正常，CAN通道异常，还有一次XCP和CAN通道全部无响应,,CAN采样点设置不合理,由目前的50变更为80，防止误报Busoff,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|底层,https://hav4xarv6k.feishu.cn/docx/Uyi3da0Lio8eWMx8KpfcBoZUnbe?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/P6ZafYd00lpDVJd44FkcCnqbnNe?from=from_copylink,试验车,动力系统故障黄灯,NA,车辆启动,
SW-H97DLC-L200B-011,坡道上R挡临界行驶触发堵转3级故障,,当前堵转诊断阈值未经过标定，为人为保守设定,按岚图需求开发,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/TzxcdI1q9oReODxl6K4c6TPtnib?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/WBS7fScxrla923dlFDrcKddMntx?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯",P163A38,平稳驾驶,
SW-H37-L200B-010,耐久车油泵故障,,1CB报文为应用层running状态下发送，当前自检故障后，底层状态机直接跳到statefault状态，无法进入staterun状态，即无法进入应用层running状态,将应用层报文启动代码调整到底层执行,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/AM8sd4V2EooYatxEE4hc2RybnEb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/AWi3fwAxLleZZqdRVfCc5hMUnbd?from=from_copylink,试验车,电机故障黄灯,P0A0509,车辆启动,
SW-H37-L200B-011,油泵报文发送少一帧,,故障报文发送关联油泵状态机，油泵状态机发生卡死后，无法发送报文,修改报文关联策略,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/FnGodmFc5owppWxVEFYcLN6an3b?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/Foj0fVbzCliUokd266Lcb2RinCf?from=from_copylink,试验车,无,NA,车辆启动,
SW-H37A-H200A-007,前电机硬件过流问题,,电驱高速控制动态响应较慢，导致控制跟随性较差,优化电流环控制参数,H37系列,H37A-EV-800V,H200A,智新科技800V-ID4-同步,软件|应用层,https://hav4xarv6k.feishu.cn/slides/ZJeSsu8hKl2ddfdSuyXc1U2rnbh,https://hav4xarv6k.feishu.cn/drive/folder/OtinfuAFWlpj7SddlnDciMf3npf,试验车,"电机故障红灯, 动力系统故障黄灯",P0A5F19,激烈驾驶,
SW-H97DLC-L200B-012,车辆怠速一段时间挂D档起步时，仪表亮电机红灯，行驶一段距离后恢复正常,,故障发生前小电池处于欠压状态，当重新上电时，电压被拉的更低，导致KL30上电时间被拉长，油泵判断电流采样超范围报自检故障无法正常恢复,油泵增加自检复位策略,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/slides/FA66sB69OlxXzFdMQXWcD3YhnJe,https://hav4xarv6k.feishu.cn/drive/folder/T8t5fFCwplVM0mdfmgFc9IEBnKe,试验车,电机故障黄灯,P0A0509,车辆启动,
SW-H97DLC-L160D-004,收油时乌龟灯点亮，加速时乌龟灯消失,,发送到CAN上最大扭矩限值和最小扭矩限值符号反了，导致数据溢出,按需求开发,H97系列,H97D LC-REV-400V,L160D,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/slides/DrSgs7n8YlbM7ZdIQuocF2z6ns4,https://hav4xarv6k.feishu.cn/drive/folder/DYBlfRUAGl011Gdi7BZcFFcBnWe,试验车,动力系统故障黄灯,NA,平稳驾驶,
SW-H97DLC-L200B-013,Off情况下无法充电,,车辆下电后MCU跳转到off状态，插枪充电上高压VCU请求Standby状态，MCU停留在Off状态无法正常跳转导致充电失败,变更MCU的状态机，off跳转到init新增条件：VCU_StateCmd==Standby,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/IPGqdSxDIoQit4xprhqcA2ghnyd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/PAEGfKvCylqNk0dwKGzcOkfMnig?from=from_copylink,试验车,无,NA,充电,
SW-H97DLC-L200B-014,电池低温预充情况下断开充电MCU报欠压故障,,MCU判断欠压故障的条件是被唤醒后延迟1500ms且vcu_hvstate=up的时候会判断欠压或过压故障；在充电预热阶段，是直接使用充电桩的高压进行预热，预热阶段断开充电桩，vcu_hvstate会延迟2s发送downing，因此MCU会报欠压故障,欠压诊断优化故障成熟条件,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/FtD1dnnigo9zddx2LmHcDTU0nzc?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/JabQfTWDRlRXoydoZLPcP4Zrn1e?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯","P1D7E16,P2D9E16",充电,
SW-H97DLC-L200B-015,小电池亏电无法解锁：锁车室外静置一夜，第二天早上遥控钥匙无法解锁，搭电后能正常解锁,,MCU状态机异常,按需求开发,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/slides/MqcEsBkmpljBdzdYx3jcKuGhnoe,https://hav4xarv6k.feishu.cn/drive/folder/T7IgfLaHvlhSCAdJrQ8csPKxndf,试验车,无,B111716,车辆启动,
SW-平台-L200B-006,R挡下无扭矩输出,,MCU执行扭矩限幅bug,按交互需求开发,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/Bw8kdFkB8odaU5xqvvKcFesAnkg?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/JGZffdj0HlAgordG96FcgsbFnBX?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-016,MCU故障码发送周期过长,,MCU发送故障码（FaultCode）属于轮寻机制，通过测试数据确认轮寻一遍周期大概为7s，因此故障码最长时间需要7s才能发出,采用分组轮询,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/AqBNdrQaZolO9BxuAD9cLTJrn3W?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/JHF5fXljnlIei2dfdyGcQqEMngO?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-H97a/c-L200A-055,D&R挡蠕行（或带刹车）起步，后电机引起轰鸣,,经NVH测试后驱总成在低扭矩段24阶噪音较大，引起轰鸣；,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/RZvnfLtpGl0fbNd5BAucRn0wnwb,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-017,蓄电池亏电不休眠,,MCU状态机跳转异常，无法从Off正常跳转到Init,按需求开发,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/slides/EyKJs5f7TlkG3AdB2ZwcXL4PnMR,https://hav4xarv6k.feishu.cn/drive/folder/STxAf0Lnflw5aqdadBycjUQJnEe,试验车,无,B111716,车辆启动,
SW-H97a/c-L200A-056,车辆仪表出现多个故障灯，无法正常行驶，控制器报AB相过流故障；,,晶圆薄弱,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,制造|工艺,https://hav4xarv6k.feishu.cn/file/JDoDbAbn6ooKqBx2fQwcvvLKnM2,https://hav4xarv6k.feishu.cn/drive/folder/QCvrfskSjlTwHpd4LxjcCsmNnKh?from=from_copylink,试验车,"电机故障红灯, 动力系统故障红灯","P0A5F19,P0A6219,P161209",车辆启动,
SW-H97DLC-L200B-018,耐久测试车106#通讯丢失且无法复位,,电控水道泄漏，该样件为返修件，水道有打胶处理,,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,制造|流程,https://hav4xarv6k.feishu.cn/docx/MqLSd5kdNo1Z8AxkgWJcvDRonLd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/JhngfrCNjlwjVLdhjEmcOrDcn4e?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯",P163116,车辆启动,
SW-H37-L200B-012,80kmh匀速抖动,,前期台架标定的PI参数不能使实际值跟随上目标值，导致匀速抖动,,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/E3xZdxSMZolnFLxCLRvc91IMnIg,https://hav4xarv6k.feishu.cn/drive/folder/HuLIfhNmClQC9idZWrScFUIOnif?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-平台-L200B-007,FT2阶段效率测试较FT1偏低,,,,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/GpMYdBRlkolvgGxV7xpc0sKxnhf?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/DErufJSdHlWrWQdG3j8cNE81nCg?from=from_copylink,试验车,无,NA,无法确认故障工况,
SW-平台-L200B-008,MCU持续Initial导致整车无法上高压,,应用层状态机仅判断KL15,按需求开发,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/CxRCd8g6aoAefzxTfEccoLsbnab?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/XPX9fTLp9lRdVBdE2yxcFZIbnNe?from=from_copylink,试验车,动力系统故障黄灯,NA,车辆启动,
SW-平台-L200B-009,三级故障恢复：80kph内，延迟点灯策略错误,,,,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/YrT9dNzZZoTgvDxn80Gc3JSPnsd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/XDdJfpi7IlX2QXdhdt0cYTm6ngc?from=from_copylink,试验车,无,NA,平稳驾驶,
SW-平台-L200B-010,堵转&行车加热：开启加热，D挡起步抖动严重,,,,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/N4d2dt12poXVLnxBhFscd1RPnFb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/C0Y7fpJOHlzhaLdNUphcRRuTnze?from=from_copylink,试验车,无,NA,车辆启动,
SW-平台-L200B-011,堵转&行车加热：开启加热，驱动过程中连续抖动,,,,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/JkBadzk2OonktaxykxOc6uYSnKd?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/YTIZfZCwJleoN9dHFG1ckwtqnLb?from=from_copylink,试验车,无,NA,车辆启动,
SW-平台-L200B-012,堵转&行车加热：开启加热，回收过程中剧烈抖动,,,,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/Kb7pdVwhdoGQm2xsnQjcFqmynbf?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/NzFlfJytolmVAmdyO9wch2srnme?from=from_copylink,试验车,无,NA,车辆启动,
SW-H37A-L160A-004,H37z出口认证EMC试验，宽带发射超标：54.65MHz左侧超标2dB，右侧54.8MHz超标3.6dB；,H37Z前后电驱EMC,电机控制器开关电源滤波电路设计冗余度不足，在电机控制器内部吸收的辐射不够充分,,H37系列,H37A-EV-400V,L160C,智新控制400V-ID2,硬件|高压侧,https://hav4xarv6k.feishu.cn/slides/DTCIsdXEYl7ETudx5vecqxlwnwc,https://hav4xarv6k.feishu.cn/drive/folder/L6eYf0erElgsGzdKL9LcAQeWnfg,试验车,无,NA,平稳驾驶,
SW-H97DLC-L200B-019,整车报动力系统故障，初步排查是后电机绝缘故障,,电驱绝缘异常,NA,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,NA,https://hav4xarv6k.feishu.cn/slides/VsxXsF2MdloiuGdEtrKcRLC5n7f,https://hav4xarv6k.feishu.cn/drive/folder/B43tfnhtklubzYdajmQcnutGnGd,试验车,动力系统故障黄灯,NA,平稳驾驶,
SW-H97DLC-L200B-020,KL15 off，插放电枪后无法上高压,,MCU状态机无法正常跳转,,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/slides/NqHCsdZ84lOTuldvT1LcK5TGnNg,https://hav4xarv6k.feishu.cn/drive/folder/BzCsfpbZHlgKzxdJQJAcnO57nSf,试验车,无,NA,充电,
SW-H97DLC-L200B-021,RMCU油泵在高速行驶情况下报干转故障,,阈值过高，导致阈值超过了油泵的标定电流值，导致油泵报干转故障,,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/JwF5d8C6UovfjrxwDJ1cltDrnLc?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/VzREf3AeSlbpgFdgh4ucqZqrnS1?from=from_copylink,试验车,电机故障黄灯,P0A0509,平稳驾驶,
SW-H97DLC-L200B-022,数字仪表板驱动电机严重故障灯间歇点亮,,MCU报T-box通讯故障,NA,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,NA,http://无,无,试验车,电机故障黄灯,NA,车辆启动,
SW-H97DLC-L200B-023,RMCM急减速过程中扭矩从负跳转为正,,R挡下，触发驱动防滑，扭矩输出仍为正扭矩,,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/docx/W9YXdKOGyo2E3hxC8jbcHYW3nPb?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/OHbmfcCYal9MTgdQezWceZEunMb?from=from_copylink,试验车,无,NA,激烈驾驶,
SW-H97a/c-L200A-057,SPI通讯丢失,,SPI通讯丢失,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/WG9UfPQEgl1xeOdkcX0cyqqsnMe?from=from_copylink,商品车,动力系统故障黄灯,NA,车辆启动,
SW-H97DLC-L200B-024,更换后驱动电机后，跑高速突发动力系统故障，停车下电后再上电故障消失,,油泵报空吸故障,,H97系列,H97D LC-REV-400V,L200B-2,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/file/Mmlxb2vVfoupthx5LNSceYkOn3c,https://hav4xarv6k.feishu.cn/drive/folder/URxwfcf9blQZC8dQ6lXcmCmHnee,试验车,电机故障黄灯,P0A0509,平稳驾驶,
SW-H97a/c-L200A-058,车辆以时速60-80KM/H紧急制动停止后起步瞬间，后驱电机区域有机械噪音,,开闭环谐波注入切换存在问题,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,http://无,https://hav4xarv6k.feishu.cn/drive/folder/HsCZfu73tlAjjmdSxKOc2vP8nx4,商品车,无,NA,平稳驾驶,
SW-H37-L200B-013,车辆旋变故障后异常加速,,旋变故障误诊断后，故障处理措施不合理,,H37系列,H37A-EV-400V,L200B,智新科技400V-ID4,软件|应用层,https://hav4xarv6k.feishu.cn/file/GYZfbRenNoS8SfxvqhWcTBH7ndg?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/D4gFfmgFMlcqKRdnqAEcHFJ0nAQ?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯","P0A3F09,P0A5F19",平稳驾驶,
SW-H37A-H200A-008,行驶时仪表显示驱动电机严重故障和车辆动力系统严重故障,,Desat,,H37系列,H37A-EV-800V,H200A,智新科技800V-ID4-同步,软件|应用层,https://hav4xarv6k.feishu.cn/slides/SV9HsqToElkXptdYoHGcilp7nPP,https://hav4xarv6k.feishu.cn/drive/folder/WmqtfApJVldPFTdbkjucg0gmnbc?from=from_copylink,试验车,"电机故障红灯, 动力系统故障红灯",P161209,平稳驾驶,
SW-H56bG-L200A-001,H56b G版EV车型，前电驱未使用正确的安全掩码，导致无法通过安全访问，电检失败,,前电机PPC软件的27服务掩码不正确导致27服务不通过,,H56系列,H56bG-EV-400V,L200B,智新科技400V-ID4,软件|底层,http://无,无,试验车,无,NA,车辆启动,
SW-H53A-L200A-013,H53EV+后台电机异常预警,,整车上电，逆变砖欠压下，报Fault B故障,,H53系列,H53A-EV-400V,L200A,智新控制400V-ID2,软件|底层,https://hav4xarv6k.feishu.cn/docx/KrHVdxZh3of56nxNlACcMcY4nZg?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/FnCVfW1wglRmmjdwYMscx9yJnTe,试验车,"电机故障红灯, 动力系统故障黄灯","P162209,P0A2F98",车辆启动,
SW-H37A-H200A-009,车辆锁车停放一夜后，启动车辆后，仪表上显示自启动起的公里数未清零（未休眠成功）,,"底层状态机跳转异常：
1、底层状态机无法进入RSS；
2、底层从NOS跳转RSS有两个条件：①应用层状态机进入ShutDown；②底层Dcm_x=1(默认会话模式)；
3、直接原因是Dcm_x=3，不等于1，导致无法进入RSS；
4、整车其他控制器刷写程序时，通过功能寻址让MCUR进了扩展会话模式，此时Dcm_x=3，MCUR回到默认会话模式的方式有两种：①刷写完成后通过功能寻址让MCUR进入默认会话模式；②刷写完成后停止发送3E 80，MCUR通过自身的超时策略（5s内未接收到3E 80）回到默认会话模式
5、整车门控制器在刷写完成后没有通过模式①让MCUR进入默认会话模式；而是通过模式②回到默认会话模式。程序中给Dcm_x赋值的变量只包含了模式①，未包含模式②，导致Dcm_x无法被赋值为1",,H37系列,H37A-EV-800V,H200A,智新科技800V-ID4-同步,软件|底层,https://hav4xarv6k.feishu.cn/slides/UOgdsViGBl2Ya5dFh2mcOmgdnve,https://hav4xarv6k.feishu.cn/drive/folder/Tq5ZfBiIklcXsCd5VJvcxkuznvg,试验车,无,NA,车辆启动,
